,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ofav_gene,contrast,contrast_gene,name,description,contrast_id
186,11.13397527,17.92319012,3.708989714,4.832364471,1.35E-06,0.00011527,LOC110057480,1,1_LOC110057480,LOC110057480,uncharacterized LOC110057480, C_EE_H_D_EE_H
645,13.75850134,17.94754204,5.022408686,3.573492952,0.000352251,0.026403851,LOC110062864,2,2_LOC110062864,LOC110062864,acyl-lipid (8-3)-desaturase-like, D_EE_D_D_EE_H
618,13.23355501,17.97305536,4.118263382,4.364231641,1.28E-05,0.001099824,LOC110059938,2,2_LOC110059938,LOC110059938,uncharacterized LOC110059938, D_EE_D_D_EE_H
87,31.10071365,18.0155287,3.121742821,5.770984265,7.88E-09,1.44E-06,LOC110055642,1,1_LOC110055642,LOC110055642,uncharacterized LOC110055642, C_EE_H_D_EE_H
157,17.71870674,18.01750909,3.567120586,5.050995237,4.40E-07,4.46E-05,LOC110066675,1,1_LOC110066675,LOC110066675,uncharacterized LOC110066675, C_EE_H_D_EE_H
115,28.61278433,18.05972429,3.34030669,5.406606627,6.42E-08,8.88E-06,LOC110043387,1,1_LOC110043387,LOC110043387,uncharacterized LOC110043387, C_EE_H_D_EE_H
617,16.83773704,18.07756115,4.142971225,4.363429088,1.28E-05,0.001099824,LOC110056255,2,2_LOC110056255,LOC110056255,uncharacterized LOC110056255, D_EE_D_D_EE_H
649,8.766399701,18.20738019,5.269819475,3.455029205,0.000550233,0.040480352,LOC110067882,2,2_LOC110067882,LOC110067882,"TNF receptor-associated factor 4-like, transcript variant X2", D_EE_D_D_EE_H
652,3.926380318,18.22647697,5.440703499,3.350022101,0.000808051,0.058633518,LOC110069365,2,2_LOC110069365,LOC110069365,uncharacterized LOC110069365, D_EE_D_D_EE_H
616,10.96011573,18.27602158,4.176201161,4.376231143,1.21E-05,0.001048537,LOC110046642,2,2_LOC110046642,LOC110046642,"metalloproteinase inhibitor 2-like, transcript variant X1", D_EE_D_D_EE_H
401,13.75850134,18.37325279,5.552204213,3.309181738,0.000935691,0.037079956,LOC110062864,1,1_LOC110062864,LOC110062864,acyl-lipid (8-3)-desaturase-like, C_EE_H_D_EE_H
367,7.608070482,18.46858654,5.212600988,3.543065465,0.000395505,0.017078701,LOC110064465,1,1_LOC110064465,LOC110064465,uncharacterized LOC110064465, C_EE_H_D_EE_H
348,16.84589926,18.55853,5.043209244,3.679904819,0.000233321,0.010670958,LOC110064011,1,1_LOC110064011,LOC110064011,furin-like, C_EE_H_D_EE_H
600,51.97633798,18.57116291,3.871818062,4.796496791,1.61E-06,0.000153643,LOC110055756,2,2_LOC110055756,LOC110055756,coadhesin-like, D_EE_D_D_EE_H
130,35.97919054,18.68229985,3.524804598,5.30023703,1.16E-07,1.41E-05,LOC110050669,1,1_LOC110050669,LOC110050669,uncharacterized LOC110050669, C_EE_H_D_EE_H
542,19.30995455,18.70501403,3.187532675,5.868179541,4.41E-09,6.42E-07,LOC110040924,2,2_LOC110040924,LOC110040924,high affinity cationic amino acid transporter 1-like, D_EE_D_D_EE_H
192,20.50153069,18.7520165,3.93487933,4.765588707,1.88E-06,0.00015585,LOC110059810,1,1_LOC110059810,LOC110059810,uncharacterized LOC110059810, C_EE_H_D_EE_H
624,12.85238276,18.78500604,4.492695045,4.18123328,2.90E-05,0.002412206,LOC110063037,2,2_LOC110063037,LOC110063037,"uncharacterized LOC110063037, transcript variant X1", D_EE_D_D_EE_H
929,7.133819651,18.84165739,3.28218589,5.740582046,9.44E-09,5.95E-07,LOC110043870,4,4_LOC110043870,LOC110043870,uncharacterized N-acetyltransferase YitH-like, C_PE_H_C_EE_H
641,3.791031949,18.89238662,5.09213732,3.710109417,0.00020717,0.015827565,LOC110055700,2,2_LOC110055700,LOC110055700,AAC-rich mRNA clone AAC4 protein-like, D_EE_D_D_EE_H
170,18.49680895,18.94504309,3.824329996,4.953820176,7.28E-07,6.80E-05,LOC110039847,1,1_LOC110039847,LOC110039847,uncharacterized LOC110039847, C_EE_H_D_EE_H
425,8.643826804,18.95982784,6.1787839,3.068537133,0.002151096,0.080388726,LOC110068152,1,1_LOC110068152,LOC110068152,hemicentin-2-like, C_EE_H_D_EE_H
787,18.57487131,18.97124998,2.552714366,7.431795048,1.07E-13,1.55E-11,LOC110060588,4,4_LOC110060588,LOC110060588,"prolactin-releasing peptide receptor-like, transcript variant X2", C_PE_H_C_EE_H
651,2.706014578,19.13317836,5.677141373,3.370213475,0.0007511,0.054751035,LOC110068608,2,2_LOC110068608,LOC110068608,acetylserotonin O-methyltransferase-like, D_EE_D_D_EE_H
647,10.02627736,19.18046264,5.499790742,3.487489532,0.000487578,0.036206085,LOC110046269,2,2_LOC110046269,LOC110046269,potassium voltage-gated channel subfamily D member 3-like, D_EE_D_D_EE_H
586,12.66987494,19.22874516,3.816177442,5.038745041,4.69E-07,4.87E-05,LOC110068705,2,2_LOC110068705,LOC110068705,uncharacterized LOC110068705, D_EE_D_D_EE_H
630,7.608070482,19.27551409,4.715115567,4.088025801,4.35E-05,0.003509409,LOC110064465,2,2_LOC110064465,LOC110064465,uncharacterized LOC110064465, D_EE_D_D_EE_H
570,10.17563034,19.28040019,3.673099554,5.249081846,1.53E-07,1.77E-05,LOC110040722,2,2_LOC110040722,LOC110040722,"beta-1,4-N-acetylgalactosaminyltransferase 3-like", D_EE_D_D_EE_H
194,14.61092707,19.28420509,4.049407886,4.762228365,1.91E-06,0.000157057,LOC110053846,1,1_LOC110053846,LOC110053846,endoribonuclease Dicer-like, C_EE_H_D_EE_H
582,10.68478928,19.28716167,3.780553381,5.101676851,3.37E-07,3.59E-05,LOC110059740,2,2_LOC110059740,LOC110059740,kelch-like protein 25, D_EE_D_D_EE_H
509,15.70760917,19.2994687,2.9906158,6.45334272,1.09E-10,2.27E-08,LOC110064912,2,2_LOC110064912,LOC110064912,protein transport protein Sec23A-like, D_EE_D_D_EE_H
629,13.88804404,19.33390202,4.727831836,4.089380226,4.33E-05,0.003506782,LOC110064312,2,2_LOC110064312,LOC110064312,uncharacterized LOC110064312, D_EE_D_D_EE_H
208,21.19740694,19.33447783,4.136500578,4.674114622,2.95E-06,0.000225549,LOC110053069,1,1_LOC110053069,LOC110053069,E3 ubiquitin-protein ligase rnf213-alpha-like, C_EE_H_D_EE_H
155,26.76592727,19.34160861,3.804307081,5.084134428,3.69E-07,3.79E-05,LOC110062626,1,1_LOC110062626,LOC110062626,suppressor protein SRP40-like, C_EE_H_D_EE_H
311,20.50363394,19.40211917,4.91304448,3.949103097,7.84E-05,0.00400824,LOC110056626,1,1_LOC110056626,LOC110056626,uncharacterized LOC110056626, C_EE_H_D_EE_H
1010,6.040606979,19.40294763,4.127695524,4.700673175,2.59E-06,0.000124115,LOC110042143,4,4_LOC110042143,LOC110042143,uncharacterized LOC110042143, C_PE_H_C_EE_H
546,12.71140828,19.43727685,3.36283208,5.780031944,7.47E-09,1.05E-06,LOC110058382,2,2_LOC110058382,LOC110058382,forkhead box protein J3-like, D_EE_D_D_EE_H
610,5.659298806,19.47406359,4.340600144,4.486491025,7.24E-06,0.000647043,LOC110055294,2,2_LOC110055294,LOC110055294,uncharacterized LOC110055294, D_EE_D_D_EE_H
139,22.51537619,19.53096063,3.754067839,5.202612598,1.97E-07,2.25E-05,LOC110047380,1,1_LOC110047380,LOC110047380,collagen alpha-2(IX) chain-like, C_EE_H_D_EE_H
609,9.019018878,19.53436174,4.300016607,4.542857277,5.55E-06,0.00050108,LOC110044004,2,2_LOC110044004,LOC110044004,"DAZ protein 1-like, transcript variant X2", D_EE_D_D_EE_H
535,17.71870674,19.53445327,3.233212601,6.041809086,1.52E-09,2.37E-07,LOC110066675,2,2_LOC110066675,LOC110066675,uncharacterized LOC110066675, D_EE_D_D_EE_H
643,37.57959409,19.55743825,5.369431326,3.642366773,0.000270143,0.020442091,LOC110060083,2,2_LOC110060083,LOC110060083,uncharacterized LOC110060083, D_EE_D_D_EE_H
163,17.15070632,19.55978734,3.905915223,5.007734737,5.51E-07,5.37E-05,LOC110059708,1,1_LOC110059708,LOC110059708,"WD repeat-containing protein 59-like, transcript variant X1", C_EE_H_D_EE_H
572,12.83289327,19.59173078,3.737745014,5.24159104,1.59E-07,1.82E-05,LOC110065341,2,2_LOC110065341,LOC110065341,COMM domain-containing protein 6-like, D_EE_D_D_EE_H
655,104.9632647,19.6029253,6.039596324,3.245734359,0.001171481,0.083855874,LOC110055865,2,2_LOC110055865,LOC110055865,uncharacterized LOC110055865, D_EE_D_D_EE_H
613,6.708704036,19.64839032,4.398397754,4.467169961,7.93E-06,0.000699744,LOC110043216,2,2_LOC110043216,LOC110043216,"calcium-binding protein P-like, transcript variant X2", D_EE_D_D_EE_H
622,6.422965324,19.69597285,4.685326104,4.203757093,2.63E-05,0.002207257,LOC110062662,2,2_LOC110062662,LOC110062662,"sodium- and chloride-dependent taurine transporter-like, transcript variant X1", D_EE_D_D_EE_H
569,16.66138526,19.73065832,3.698386258,5.33493717,9.56E-08,1.12E-05,LOC110069339,2,2_LOC110069339,LOC110069339,dickkopf-related protein 3-like, D_EE_D_D_EE_H
103,24.1519551,19.7603744,3.571231313,5.533210446,3.14E-08,4.85E-06,LOC110046180,1,1_LOC110046180,LOC110046180,"PP2C-like domain-containing protein CG9801, transcript variant X3", C_EE_H_D_EE_H
591,19.09743479,19.79154487,4.052248077,4.884090138,1.04E-06,0.000104506,LOC110065512,2,2_LOC110065512,LOC110065512,lipase member K-like, D_EE_D_D_EE_H
551,18.49680895,19.80990852,3.470536543,5.708024762,1.14E-08,1.54E-06,LOC110039847,2,2_LOC110039847,LOC110039847,uncharacterized LOC110039847, D_EE_D_D_EE_H
297,14.81595733,19.81528648,4.915447664,4.031227232,5.55E-05,0.00297141,LOC110050671,1,1_LOC110050671,LOC110050671,5-hydroxytryptamine receptor 1-like, C_EE_H_D_EE_H
1056,4.46512948,19.82113601,5.283709804,3.751367268,0.000175873,0.007393639,LOC110069676,4,4_LOC110069676,LOC110069676,uncharacterized LOC110069676, C_PE_H_C_EE_H
946,5.891946803,19.82153617,3.558069639,5.570867964,2.53E-08,1.50E-06,LOC110046774,4,4_LOC110046774,LOC110046774,uncharacterized LOC110046774, C_PE_H_C_EE_H
180,14.50134025,19.84694086,4.082091993,4.861953355,1.16E-06,0.000102614,LOC110041370,1,1_LOC110041370,LOC110041370,"potassium voltage-gated channel subfamily C member 4-like, transcript variant X2", C_EE_H_D_EE_H
217,17.35241842,19.85729414,4.291122838,4.627528712,3.70E-06,0.000270993,LOC110057527,1,1_LOC110057527,LOC110057527,transient receptor potential cation channel subfamily M member 6-like, C_EE_H_D_EE_H
999,8.437325109,19.87547562,4.088801939,4.860953383,1.17E-06,5.78E-05,LOC110065112,4,4_LOC110065112,LOC110065112,uncharacterized LOC110065112, C_PE_H_C_EE_H
598,7.809990283,19.88990047,4.138918878,4.805578717,1.54E-06,0.000147714,LOC110043460,2,2_LOC110043460,LOC110043460,uncharacterized LOC110043460, D_EE_D_D_EE_H
614,12.66584057,19.89113338,4.484895438,4.435138712,9.20E-06,0.000807834,LOC110065127,2,2_LOC110065127,LOC110065127,uncharacterized LOC110065127, D_EE_D_D_EE_H
520,29.30322637,19.90736987,3.180816616,6.258572019,3.89E-10,7.09E-08,LOC110057003,2,2_LOC110057003,LOC110057003,uncharacterized LOC110057003, D_EE_D_D_EE_H
990,11.10423024,19.9319624,4.018229548,4.960384209,7.04E-07,3.58E-05,LOC110055402,4,4_LOC110055402,LOC110055402,uncharacterized LOC110055402, C_PE_H_C_EE_H
611,16.13198844,19.93926716,4.444498412,4.486280636,7.25E-06,0.000647043,LOC110055566,2,2_LOC110055566,LOC110055566,uncharacterized LOC110055566, D_EE_D_D_EE_H
587,10.35047735,19.94288934,3.992343602,4.995283804,5.87E-07,6.06E-05,LOC110043607,2,2_LOC110043607,LOC110043607,"proprotein convertase subtilisin/kexin type 5-like, transcript variant X1", D_EE_D_D_EE_H
623,4.865835173,19.95245709,4.765339401,4.186996018,2.83E-05,0.002364169,LOC110062817,2,2_LOC110062817,LOC110062817,protein angel homolog 2-like, D_EE_D_D_EE_H
568,16.23558033,19.98806488,3.719125806,5.374398694,7.68E-08,9.04E-06,LOC110060582,2,2_LOC110060582,LOC110060582,uncharacterized LOC110060582, D_EE_D_D_EE_H
809,17.50998221,19.99412972,2.838656327,7.043518983,1.87E-12,2.27E-10,LOC110041239,4,4_LOC110041239,LOC110041239,progestin and adipoQ receptor family member 3-like, C_PE_H_C_EE_H
646,4.422355058,20.02911097,5.732598023,3.493897687,0.000476023,0.035514028,LOC110043946,2,2_LOC110043946,LOC110043946,melanocortin receptor 4-like, D_EE_D_D_EE_H
534,28.17024991,20.04021959,3.294439381,6.083043964,1.18E-09,1.87E-07,LOC110069580,2,2_LOC110069580,LOC110069580,carbonic anhydrase 2-like, D_EE_D_D_EE_H
640,4.834566572,20.04740322,5.398240614,3.713692045,0.000204257,0.01568045,LOC110056049,2,2_LOC110056049,LOC110056049,uncharacterized LOC110056049, D_EE_D_D_EE_H
578,16.38703873,20.17074487,3.908753256,5.160403727,2.46E-07,2.70E-05,LOC110051767,2,2_LOC110051767,LOC110051767,protein PRY1-like, D_EE_D_D_EE_H
543,18.41501641,20.21470072,3.458476029,5.844973494,5.07E-09,7.32E-07,LOC110042683,2,2_LOC110042683,LOC110042683,uncharacterized LOC110042683, D_EE_D_D_EE_H
268,5.659298806,20.2198912,4.789902275,4.221357774,2.43E-05,0.001439886,LOC110055294,1,1_LOC110055294,LOC110055294,uncharacterized LOC110055294, C_EE_H_D_EE_H
573,12.66128106,20.22756352,3.864415856,5.234313355,1.66E-07,1.88E-05,LOC110040598,2,2_LOC110040598,LOC110040598,"E3 ubiquitin-protein ligase TRIM71-like, transcript variant X3", D_EE_D_D_EE_H
896,14.936548,20.25182855,3.298084233,6.14048251,8.23E-10,6.00E-08,LOC110043368,4,4_LOC110043368,LOC110043368,amiloride-sensitive sodium channel subunit alpha-like, C_PE_H_C_EE_H
286,12.66584057,20.25546468,4.951227429,4.09099864,4.30E-05,0.002386537,LOC110065127,1,1_LOC110065127,LOC110065127,uncharacterized LOC110065127, C_EE_H_D_EE_H
632,9.275541007,20.2664567,5.062520571,4.003234439,6.25E-05,0.004989481,LOC110050042,2,2_LOC110050042,LOC110050042,uncharacterized LOC110050042, D_EE_D_D_EE_H
565,12.9046043,20.2688708,3.708982945,5.46480561,4.63E-08,5.58E-06,LOC110051046,2,2_LOC110051046,LOC110051046,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like", D_EE_D_D_EE_H
531,26.79313831,20.29516468,3.325821159,6.102301871,1.05E-09,1.70E-07,LOC110051805,2,2_LOC110051805,LOC110051805,"leukocyte tyrosine kinase receptor-like, transcript variant X2", D_EE_D_D_EE_H
639,6.775119134,20.29899225,5.381902268,3.771713279,0.00016213,0.012506872,LOC110057057,2,2_LOC110057057,LOC110057057,contactin-associated protein-like 3, D_EE_D_D_EE_H
648,5.378383318,20.32660325,5.852748824,3.473001124,0.000514673,0.038040334,LOC110050985,2,2_LOC110050985,LOC110050985,arrestin domain-containing protein 4-like, D_EE_D_D_EE_H
336,8.010204096,20.33132008,5.45569272,3.726624854,0.000194061,0.009178044,LOC110068593,1,1_LOC110068593,LOC110068593,inactive serine protease 35-like, C_EE_H_D_EE_H
538,13.1307331,20.35353003,3.441378109,5.91435448,3.33E-09,5.01E-07,LOC110062180,2,2_LOC110062180,LOC110062180,"uncharacterized LOC110062180, transcript variant X1", D_EE_D_D_EE_H
567,15.3558239,20.35509064,3.784226058,5.378930944,7.49E-08,8.89E-06,LOC110065290,2,2_LOC110065290,LOC110065290,octopamine receptor-like, D_EE_D_D_EE_H
642,4.826460359,20.37249249,5.553419641,3.668459041,0.000244017,0.018553448,LOC110050660,2,2_LOC110050660,LOC110050660,"acyl-coenzyme A synthetase ACSM4, mitochondrial-like", D_EE_D_D_EE_H
518,12.62913837,20.37329688,3.221705125,6.323762135,2.55E-10,4.77E-08,LOC110066999,2,2_LOC110066999,LOC110066999,gamma-glutamyltranspeptidase 1-like, D_EE_D_D_EE_H
627,8.010204096,20.37461034,4.937485092,4.126515818,3.68E-05,0.003016838,LOC110068593,2,2_LOC110068593,LOC110068593,inactive serine protease 35-like, D_EE_D_D_EE_H
588,10.69939259,20.38450978,4.147211329,4.915232952,8.87E-07,9.03E-05,LOC110052494,2,2_LOC110052494,LOC110052494,deubiquitinating protein VCIP135-like, D_EE_D_D_EE_H
122,18.41501641,20.38846282,3.806257282,5.356564549,8.48E-08,1.10E-05,LOC110042683,1,1_LOC110042683,LOC110042683,uncharacterized LOC110042683, C_EE_H_D_EE_H
510,31.30692371,20.41936818,3.16466615,6.452297718,1.10E-10,2.27E-08,LOC110048964,2,2_LOC110048964,LOC110048964,putative helicase MOV-10, D_EE_D_D_EE_H
530,19.75307584,20.44353373,3.348618563,6.105064925,1.03E-09,1.68E-07,LOC110065588,2,2_LOC110065588,LOC110065588,uncharacterized LOC110065588, D_EE_D_D_EE_H
634,8.153200257,20.45404601,5.175036239,3.952444982,7.74E-05,0.006115799,LOC110047970,2,2_LOC110047970,LOC110047970,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A-like", D_EE_D_D_EE_H
165,16.23558033,20.46067928,4.096799874,4.994307731,5.90E-07,5.69E-05,LOC110060582,1,1_LOC110060582,LOC110060582,uncharacterized LOC110060582, C_EE_H_D_EE_H
664,4.390519646,20.47103429,3.210633111,6.376011704,1.82E-10,3.61E-07,LOC110067499,3,3_LOC110067499,LOC110067499,uncharacterized LOC110067499, C_PE_D_D_EE_D
243,17.2539615,20.47762588,4.68502013,4.370872549,1.24E-05,0.000809271,LOC110052780,1,1_LOC110052780,LOC110052780,"GPI mannosyltransferase 4-like, transcript variant X2", C_EE_H_D_EE_H
620,15.36182138,20.47822456,4.740700913,4.319661783,1.56E-05,0.001327948,LOC110055732,2,2_LOC110055732,LOC110055732,uncharacterized LOC110055732, D_EE_D_D_EE_H
350,9.275541007,20.49199484,5.594543708,3.66285365,0.000249421,0.011324428,LOC110050042,1,1_LOC110050042,LOC110050042,uncharacterized LOC110050042, C_EE_H_D_EE_H
612,10.14673643,20.49772848,4.571831116,4.483483305,7.34E-06,0.000651925,LOC110039960,2,2_LOC110039960,LOC110039960,protein DENND6A-like, D_EE_D_D_EE_H
590,9.247212147,20.50641873,4.184120121,4.901010997,9.53E-07,9.65E-05,LOC110040899,2,2_LOC110040899,LOC110040899,uncharacterized LOC110040899, D_EE_D_D_EE_H
526,14.03851299,20.51643313,3.330618805,6.159946344,7.28E-10,1.24E-07,LOC110067916,2,2_LOC110067916,LOC110067916,peptidase M20 domain-containing protein 2-like, D_EE_D_D_EE_H
606,14.66966247,20.51987224,4.379259494,4.685694527,2.79E-06,0.000256288,LOC110062846,2,2_LOC110062846,LOC110062846,"protein MAK16 homolog, transcript variant X4", D_EE_D_D_EE_H
585,13.68212169,20.5214916,4.060382012,5.054079035,4.32E-07,4.52E-05,LOC110068832,2,2_LOC110068832,LOC110068832,kelch-like protein 5, D_EE_D_D_EE_H
597,17.2539615,20.54366687,4.245847302,4.838531725,1.31E-06,0.000126742,LOC110052780,2,2_LOC110052780,LOC110052780,"GPI mannosyltransferase 4-like, transcript variant X2", D_EE_D_D_EE_H
604,9.60074948,20.54403885,4.359245877,4.712750652,2.44E-06,0.000227116,LOC110045559,2,2_LOC110045559,LOC110045559,uncharacterized LOC110045559, D_EE_D_D_EE_H
505,21.57230762,20.56372747,3.15194285,6.524143505,6.84E-11,1.51E-08,LOC110068067,2,2_LOC110068067,LOC110068067,deleted in malignant brain tumors 1 protein-like, D_EE_D_D_EE_H
524,22.66275868,20.56620968,3.30634006,6.220234249,4.96E-10,8.67E-08,LOC110046035,2,2_LOC110046035,LOC110046035,"collagen alpha-1(XII) chain-like, transcript variant X2", D_EE_D_D_EE_H
1015,15.16582212,20.57984276,4.484738136,4.588861631,4.46E-06,0.000210152,LOC110068145,4,4_LOC110068145,LOC110068145,uncharacterized LOC110068145, C_PE_H_C_EE_H
407,2.706014578,20.58203453,6.277340456,3.278782579,0.001042559,0.04070592,LOC110068608,1,1_LOC110068608,LOC110068608,acetylserotonin O-methyltransferase-like, C_EE_H_D_EE_H
383,4.834566572,20.58381925,5.96789443,3.449092388,0.000562474,0.02333754,LOC110056049,1,1_LOC110056049,LOC110056049,uncharacterized LOC110056049, C_EE_H_D_EE_H
580,18.04025383,20.6163825,4.022885931,5.124774316,2.98E-07,3.22E-05,LOC110050267,2,2_LOC110050267,LOC110050267,dopamine receptor 2-like, D_EE_D_D_EE_H
158,13.92454557,20.63585512,4.092548148,5.042299901,4.60E-07,4.63E-05,LOC110065139,1,1_LOC110065139,LOC110065139,"substance-K receptor-like, transcript variant X2", C_EE_H_D_EE_H
516,24.1519551,20.66849127,3.246867016,6.365672252,1.94E-10,3.72E-08,LOC110046180,2,2_LOC110046180,LOC110046180,"PP2C-like domain-containing protein CG9801, transcript variant X3", D_EE_D_D_EE_H
44,38.49161237,20.67216773,3.29617905,6.271554856,3.57E-10,1.29E-07,LOC110039944,1,1_LOC110039944,LOC110039944,uncharacterized LOC110039944, C_EE_H_D_EE_H
575,8.540799667,20.68232224,3.976820519,5.200718046,1.99E-07,2.22E-05,LOC110056841,2,2_LOC110056841,LOC110056841,uncharacterized LOC110056841, D_EE_D_D_EE_H
92,22.66275868,20.71431405,3.635072941,5.69845898,1.21E-08,2.09E-06,LOC110046035,1,1_LOC110046035,LOC110046035,"collagen alpha-1(XII) chain-like, transcript variant X2", C_EE_H_D_EE_H
32,29.01677855,20.73180607,3.207959892,6.462613864,1.03E-10,5.11E-08,LOC110059474,1,1_LOC110059474,LOC110059474,carboxypeptidase B-like, C_EE_H_D_EE_H
636,6.513248605,20.74105108,5.284867521,3.924611354,8.69E-05,0.006800242,LOC110056449,2,2_LOC110056449,LOC110056449,uncharacterized LOC110056449, D_EE_D_D_EE_H
